question_id,student_id,question,marking_scheme,image_paths,extracted_text,teacher_score
Q1_c,student_13,Scenario: ABC (Pvt) Ltd. is a chain of supermarkets... [Cash Register Project]. Question: Identify the users of the proposed system and state three (03) obstacles developers encounter when meeting users in the first stage of the Usability Engineering Life Cycle.,1. Users Identified: Cashiers and Store Managers. 2. Obstacle 1: Users are busy and difficult to reach. 3. Obstacle 2: Users struggle to articulate their needs clearly. 4. Obstacle 3: Users may resist changes to their current workflow.,images/Q1_c/student_13_p1.jpeg | images/Q1_c/student_13_p2.jpeg,"S.l. user research => Identify the system users and the
users characteristics E.g => Age,
Knowledge
* user Identification
* Task Analysis
* Functional Analysis
competitor Analysis => Analysis the existing systems
in the market and analysis the
competitors system.
E.g => Access the competitors using
cash register system E.g => Cargills
Define usability goals => According to the above
life cycle method the usability
goals of ABC (Pvt) Ltd's system
will define.
Parallel design => multiple designers of the
ABC (Pvt) Ltd design the system
independently to create multiple
designs. The most suitable design
will be selected by the
ABC (Pvt) higher management.
* Participatory design => the user of the cash
register machine for ABC
will participate in the design
progress to design & develop
the most suitable system.

* coordinate design => the design Activities will
coordinate by the ABC (Pvt)
Ltd team.

* Heuristic standards => The design principles and
heuristic goal will be follow
to the design for increasing
the usability of the system.

* Prototyping => the prototype for the ABC (Pvt)
Ltd cash register will be create.
It can be working prototype or
paper prototype.

* Emperical testing => the design prototype will
be test and evaluate with
the real users to identify the
issues and problems.

* Interactive design => the above design activities
will iterate to develop
most usability system for
ABC (Pvt) Ltd.

* user feedback => finally the user feedback
will be collect by the
ABC (Pvt) Ltd for maintenance.",55
Q1_c,student_14,Scenario: ABC (Pvt) Ltd. is a chain of supermarkets... [Cash Register Project]. Question: Identify the users of the proposed system and state three (03) obstacles developers encounter when meeting users in the first stage of the Usability Engineering Life Cycle.,1. Users Identified: Cashiers and Store Managers. 2. Obstacle 1: Users are busy and difficult to reach. 3. Obstacle 2: Users struggle to articulate their needs clearly. 4. Obstacle 3: Users may resist changes to their current workflow.,images/Q1_c/student_14_p1.jpeg | images/Q1_c/student_14_p2.jpeg | images/Q1_c/student_14_p3.jpeg,"d) Know user
- understand about user's task!! such as
cash make payments, select items things
and individual user characteristic such as
age limits, proficiency and knowledge gaps
required to consider.

competitor Analyze
- it's importante to analyze existing
cash register machines and identify the
best pro parts and design tequniques

setting Userbility goal
- it's important to maintain analyze identify
the goals of improveing usability in here
we need to design much simple manner
that us prevent novice users can interact
easily.
Parallel design
- designers work individually, isolately
in orderto develop multiple design that
have various designs at

Participatory design
- instead of guessing users experie
task perform way, designers have access
to pool of representative users to in order
to get a accurate fed feedback observe
their actions

Consistancy and Total Interface
- Enter All the interfaces are required
into design in a uniform design. That and
required centralized authority.

guideline a
apply guidelines and heuristic analyze
- identify the common things in cash UI/UX
m - apply the guidelines. That and standard
that cash macheines required to follow
and improve the usability based on
heuristics.

Prototype
- Before we start a actual design
its important to try out various of num
numbers of paper prototypes to identify
the best version before start the
actual design.
Empirical Testing
- e_volves to test and identify the
usability issues in a way,

[[Table: A three-column, three-row table.
Text written above the table: 'proportion of users' and 'experience' are above the second column, and 'errors' is above the third column.
Column 1 Header: Impact of Error that experienced by users
Column 2 Header: few
Column 3 Header: many
Row 1 Data:
  Column 1: Low
  Column 2: minimum severity
  Column 3: medium severity
Row 2 Data:
  Column 1: High
  Column 2: medium
  Column 3: high severity
]]

Iterative design
- carrie out the design while wadification
on it if required phase by phase

Feeield user feedback
- gather the feed back analyze the
required & modification and usability improve
ment for next version or * bug fixes
update.",45
Q1_c,student_15,Scenario: ABC (Pvt) Ltd. is a chain of supermarkets... [Cash Register Project]. Question: Identify the users of the proposed system and state three (03) obstacles developers encounter when meeting users in the first stage of the Usability Engineering Life Cycle.,1. Users Identified: Cashiers and Store Managers. 2. Obstacle 1: Users are busy and difficult to reach. 3. Obstacle 2: Users struggle to articulate their needs clearly. 4. Obstacle 3: Users may resist changes to their current workflow.,images/Q1_c/student_15_p1.jpeg | images/Q1_c/student_15_p2.jpeg,"know the user
competitive analysis
setting usability goals
parallel design
Participatory design
applying guidelines and heuristic analysis
coordinate overall user interface
applying guidelines and heuristic analysis
prototyping
Emperical testing
Iterative design
collect feedback field users

According to know the user we have
to study the way of people that
Participable in bo ABC (Pvt) Ltd.
And do the competitive analysis.
That mean desirable to analyse the
existing products (of ABC supermarket)
heuristically according to usability
guidelines. Then focus to setting
usability goals. In here, we prioritizing
the tasks base on user and user's
task. Now After According to parallel
design when do premiliary design
Index Number before
Focus to alternative designs
One is sebble on finalone
According to participatory design
we should allow to access to
representative users pool to improve
the usability
Then we have to coordina be to
overall user interface of ABC (Pvt)
Ltd. In here concistancy is applied
accross differen media
The we should focus to applying
guidelines and huerisbic analysis.
In there we genanalize guider guidelines
are applied for all user inberfaces
and category specific based guidelines are
added to some king of category of
products and product specific guidlines
are added to some individual
products.
Then have to focus to prototyping
stage. In here we should not do the full scale implemen
tation of baf base on early user
interactive design.
The according emperical testing
we follow severity method for
testing. Actually some emperical testing
is a user testing. In here
we have to rank the severity of
design
So then go to the liberative design
stage,",45
Q1_c,student_16,Scenario: ABC (Pvt) Ltd. is a chain of supermarkets... [Cash Register Project]. Question: Identify the users of the proposed system and state three (03) obstacles developers encounter when meeting users in the first stage of the Usability Engineering Life Cycle.,1. Users Identified: Cashiers and Store Managers. 2. Obstacle 1: Users are busy and difficult to reach. 3. Obstacle 2: Users struggle to articulate their needs clearly. 4. Obstacle 3: Users may resist changes to their current workflow.,images/Q1_c/student_16_p1.jpeg | images/Q1_c/student_16_p2.jpeg,"(d) (1) know the user : Cash registar user.
(2) Competitive analyse : compare the existing system and get best things from them to new system.
(3) Goal setting : find out the error rade where we need to improve
Ex: Cash registradion user issues
3dendifies
(4) Derrarel design : create more individual designs for cash registration machine designs and find the best one.
(5) Participatary design : if there are any issues happen. get representation ideas from design user pool
(6) Cordinating the total interface.
create all interfaces and find out
the best consistency of each interfaces
how match them.
(7) Guidelines and heuristic evaluation
use best guidelines to perform the
designs. use cash registration guidelines
(8) Prototyping
create multiple prototypes and finds the
best way to perform the given task.
(9) Interface evaluation.
test the register machine with real
users.
(60). Iterative design.
If there are any problem/issue happen
do version update to fixing the each
issue.",40
Q1_c,student_17,Scenario: ABC (Pvt) Ltd. is a chain of supermarkets... [Cash Register Project]. Question: Identify the users of the proposed system and state three (03) obstacles developers encounter when meeting users in the first stage of the Usability Engineering Life Cycle.,1. Users Identified: Cashiers and Store Managers. 2. Obstacle 1: Users are busy and difficult to reach. 3. Obstacle 2: Users struggle to articulate their needs clearly. 4. Obstacle 3: Users may resist changes to their current workflow.,images/Q1_c/student_17_p1.jpeg | images/Q1_c/student_17_p2.jpeg,"d). 1. know the user
So we should know about user, their
expectation and what they do?
what task that they works with?
what must they know?
So initially we know about users.
Ex:- we should know about Supermarket users
and work with them to know the user.
ප්‍රශ්න අංකය
No. of Question
1) Index Number

2) Competitive Analysis
we should know about the competitive
It's better to know,
Products, in above scenario same concepts product
and analysis. If there are easier the devel-
Competive products to faster and
-opment.

3) Setting usability goal
The measurable stat things related to
the task .
Ex:- Error rate for hour.
[[Diagram: A horizontal bar or timeline divided into three segments. An arrow points left towards the first segment, labeled ""Minimal"". Below the line, from left to right, are numbers: 5, 4.5, 3. An arrow points up from the number 2, labeled ""target"". To the far right of the bar, outside the segments, is the word ""opensive""]]

4) Parallel design
The parallel development is a way
to identifying and get the rougher result of
Product.
1. individually design 2. Independent design.

5) Participator design
There should be way to set the
Feedback discuss about the Product, even if it
is not done the ""know user"" . So there should be
pool of representatives .

6) coordinate design of Goball interface

7) user guideline and heuristic analysis

8) Prototyping

9) Empirical testing

10) Iterative design

11) collect user feedback user feild user",40
Q1_c,student_18,Scenario: ABC (Pvt) Ltd. is a chain of supermarkets... [Cash Register Project]. Question: Identify the users of the proposed system and state three (03) obstacles developers encounter when meeting users in the first stage of the Usability Engineering Life Cycle.,1. Users Identified: Cashiers and Store Managers. 2. Obstacle 1: Users are busy and difficult to reach. 3. Obstacle 2: Users struggle to articulate their needs clearly. 4. Obstacle 3: Users may resist changes to their current workflow.,images/Q1_c/student_18_p1.jpeg | images/Q1_c/student_18_p2.jpeg | images/Q1_c/student_18_p3.jpeg,"2. Known the user
competitive analysis
setting usability gets goals
parallel design
participatory design
coordinate design of total interface
prototyping
Empirical testing
Iterative design
collect feedback field user

* Known user
This is doing for identify the users and other users of
ABC (Pvt) Ltd. In here, not only consider about real
users of the product. & Developers, maintainer and
staff of ABC (pvt) Ltd are the users in here. Also
designer need to know about individual characteristics
of the user such as class of the people, education
level, computer knowledge, age and and inter that
interact with ABC company.

* competitive analysis
and Analys the existing product to get design idea
for the cash register machine. In here, designer
get the design idea for features that is in existing
product.
+ setting usability goals
For usability attribute of interest in new version version
of cash register machine, be different level of
performance are specified in this process.
[[Diagram: A horizontal arrow pointing left. Above the arrow, there are four vertical segments labeled ""unacceptable"", ""minimum"", ""target"", ""exceed"".]]
Part
* Parallel design
a Designer create the several design for priorin
basic desing of cash register machine. In here, designer
work individually and finally select the best design
for the continue the process process.
* participatory design
Designer have access to pool of representative users.
In here, There are are regular meeting between designer
and user users of cash register machine. solve the
problem in design process.
* coordinate design of total interface
consistancy is very important attribute in usability.
consistancy apply overall media use which form of total
user interface. It not just only application
screen, documentation, online help system and tutorial.
* prototyping
prototyping is interactive design process. des designer
create the prototype for new version of the cash
register machine before start the design.

* Empirical testing
This is type of usability testing method. sevirety
severeti severity rating is a part main method use in
this phases. In here, identify the issue of design
and ranking the severity for each problem.

* Iterative design
If cash register machine have any usability problem,
new version of the cash register machine is design.

* collect feedback field user
collect the usability information of cash register machine
machine ters version or future product.",50
Q1_c,student_19,Scenario: ABC (Pvt) Ltd. is a chain of supermarkets... [Cash Register Project]. Question: Identify the users of the proposed system and state three (03) obstacles developers encounter when meeting users in the first stage of the Usability Engineering Life Cycle.,1. Users Identified: Cashiers and Store Managers. 2. Obstacle 1: Users are busy and difficult to reach. 3. Obstacle 2: Users struggle to articulate their needs clearly. 4. Obstacle 3: Users may resist changes to their current workflow.,images/Q1_c/student_19_p1.jpeg | images/Q1_c/student_19_p2.jpeg,"d) Know the user - have to identify users who will use
the system. In here all people who is at age
* five and above. They may have domain
knowledge or not at all. They might use
such system before or have never used
it.

competative analysis- Have to to analysis the
competative cash register machines and get
an idea about the design of the system.

set usability goals - have to have a goal, to users
to make less errors- like one error
per month at most.

parallel design - design alternative designs for the
system and identify the best and most
suitable design

participatory design - design the system using users
who knows the domain or experts
of the domain.
coordinate design of to to total interface. - Have to
main tain consistency through out the whole
cash register machine -

Follow good guidelines and heuristics. - by following
we will be able to have simple and easy
easy to test usability, system.

prototyping - By doing that we can test system
using fake data- and we will be able
to identify issues with the cash register.

Empirical testing - We can test with real user.
user groups and identify issues
with the system.

Iterative design - By designing it iteratively
we can obtain a better system in each
iteration.

Follow up studies - we can also observe the
ex-released version and identify problems
and we can fix them in next release.",45
Q1_c,student_20,Scenario: ABC (Pvt) Ltd. is a chain of supermarkets... [Cash Register Project]. Question: Identify the users of the proposed system and state three (03) obstacles developers encounter when meeting users in the first stage of the Usability Engineering Life Cycle.,1. Users Identified: Cashiers and Store Managers. 2. Obstacle 1: Users are busy and difficult to reach. 3. Obstacle 2: Users struggle to articulate their needs clearly. 4. Obstacle 3: Users may resist changes to their current workflow.,images/Q1_c/student_20_p1.jpeg | images/Q1_c/student_20_p2.jpeg,"① Know the user.
⑥ Study the way of people and use of the product.
⑦ usability main varints
① Individual user characterstics
Ⅱ user variables.
⑦ Knowing the users
② Installers → Administors

② Competitive analysis.
⑧ Compare with your System and existing System
that Identify the problem and after Improve the quality of System.

[[Diagram: Two rectangular boxes side-by-side. The left box contains the text ""Your System"". The right box contains a circle above a horizontal rectangle, with the text ""existing System"" written above it. A horizontal double-headed arrow labeled ""compare."" points between the two boxes. A curved arrow originates from below ""Your System"" and points towards the area below ""existing System"", with a label ""® Identify problem with Your System"" pointing to its destination.]]

⑧ Idefiy the another System Problem with.
existing System.

③ Setting of usability goals.
⑦ enter usability Parameter we can you
measure.
(අ) Priority of user task.

(4) Parallel Design
(අ) Designer work with Individually
(ආ) Designer work with Independant

(5) guilliene for Heuristic evalution
general
(අ) a guidline for all user Interface.

(6) Prototypes proto typing
(අ) Prototype -> Save the time and cost.
(ආ) Pour code quality
(ඇ) No fare data
(ඈ) Hirontial prototype -> Level of functionality
(ඉ) Vertial prototype -> Number of features

this all Life cycle method use for the
ABC (CPvt) Ltd. Company.",30
Q1_c,student_21,Scenario: ABC (Pvt) Ltd. is a chain of supermarkets... [Cash Register Project]. Question: Identify the users of the proposed system and state three (03) obstacles developers encounter when meeting users in the first stage of the Usability Engineering Life Cycle.,1. Users Identified: Cashiers and Store Managers. 2. Obstacle 1: Users are busy and difficult to reach. 3. Obstacle 2: Users struggle to articulate their needs clearly. 4. Obstacle 3: Users may resist changes to their current workflow.,images/Q1_c/student_21.jpeg,"Question: Usability Engineering Life Cycle
1) know the user
2) competitive analysis
3)
4) Parlell design
5) Participatory design
6) Efficiency of use
7) Apply guidence and heuristics analysis
8) Prototyping
9)
10)
11) Get the feedback

First we need to know what kind of users are
using the this new cash register. the we
should know about theire experience in be
domain, computers and system.",30
Q2_a,student_01,"Context: Technology use can weaken cognitive abilities. Question: Explain the term ""cognitive ability""?","1. The mental capability to process information. 2. Includes memory, attention, perception, and reasoning. 3. Critical for interacting effectively with interfaces.",images/Q2_a/student_01.jpeg,"Q2)
u) use It can be use to , expert users as well as
novices users. As the first Mainly service can
be acess to users and collect idea from the
users. In the application. colour, icon should be derectly
interact with users. Be",0
Q2_a,student_02,"Context: Technology use can weaken cognitive abilities. Question: Explain the term ""cognitive ability""?","1. The mental capability to process information. 2. Includes memory, attention, perception, and reasoning. 3. Critical for interacting effectively with interfaces.",images/Q2_a/student_02.jpeg,"(02) (a) congnative abtlity are way of describing
or predicting user performance thorought a brevity
Simple and Quick Quick testing way of user
type of user Iter Interactive problem and
possible solutions.",0
Q2_a,student_03,"Context: Technology use can weaken cognitive abilities. Question: Explain the term ""cognitive ability""?","1. The mental capability to process information. 2. Includes memory, attention, perception, and reasoning. 3. Critical for interacting effectively with interfaces.",images/Q2_a/student_03.jpeg,"Q 2) a) Cognitive ability is way of
describe & predict performance
of users who are interact with
system.",0
Q2_a,student_04,"Context: Technology use can weaken cognitive abilities. Question: Explain the term ""cognitive ability""?","1. The mental capability to process information. 2. Includes memory, attention, perception, and reasoning. 3. Critical for interacting effectively with interfaces.",images/Q2_a/student_04.jpeg,"Cognitive ability is designed to the way of acquire, process and
store the information in their brain.",8
Q2_a,student_05,"Context: Technology use can weaken cognitive abilities. Question: Explain the term ""cognitive ability""?","1. The mental capability to process information. 2. Includes memory, attention, perception, and reasoning. 3. Critical for interacting effectively with interfaces.",images/Q2_a/student_05.jpeg,"(2) (a) Cognitive ability:- The ability of problem
solving, decision making, attention and jude
ment.",10
Q2_a,student_06,"Context: Technology use can weaken cognitive abilities. Question: Explain the term ""cognitive ability""?","1. The mental capability to process information. 2. Includes memory, attention, perception, and reasoning. 3. Critical for interacting effectively with interfaces.",images/Q2_a/student_06.jpeg,"Q2)
a) cognitive ability means the pepois
are doing their work with systemes.
so from that. people cognitive.
decrees decrees people cognitive. that.
is the cognitive ability.

* people are not thinking hardis when.
they work. for that the because. they
have systems to do that work easily.
that is the cognitive ability.",0
Q2_a,student_07,"Context: Technology use can weaken cognitive abilities. Question: Explain the term ""cognitive ability""?","1. The mental capability to process information. 2. Includes memory, attention, perception, and reasoning. 3. Critical for interacting effectively with interfaces.",images/Q2_a/student_07.jpeg,"a) .cognitire ability is about the human thinlay
power. when From the system efficiency and speed
all works are done by the system so by that
the users thinlary or memory power of brain will be
decrease. the power of the brain is called
Cognitire ability.",10
Q2_a,student_08,"Context: Technology use can weaken cognitive abilities. Question: Explain the term ""cognitive ability""?","1. The mental capability to process information. 2. Includes memory, attention, perception, and reasoning. 3. Critical for interacting effectively with interfaces.",images/Q2_a/student_08.jpeg,"Q.
a) Cognitive ability meaning the abilities that
do a task with out any technical
equipment such as calculations, thinking
arranging orders etc. And also identify
the erros and to memory Capacity.

Cognitive abilities are in also
improving by doing toes those task daily
And if human not doing them early
it became week. And Other thing
is we can't see that ability in physically
like runing it invisible ability with
Only see. Can see the out put. Do
Mostly these abilities with our brain
and mentally talents depending.",10
Q2_a,student_09,"Context: Technology use can weaken cognitive abilities. Question: Explain the term ""cognitive ability""?","1. The mental capability to process information. 2. Includes memory, attention, perception, and reasoning. 3. Critical for interacting effectively with interfaces.",images/Q2_a/student_09.jpeg,"(2) (a) Cognitive ability means humans mental power Such as,
thinking, remembering Arithmetic power, knowledge.
(b)",10
Q2_a,student_10,"Context: Technology use can weaken cognitive abilities. Question: Explain the term ""cognitive ability""?","1. The mental capability to process information. 2. Includes memory, attention, perception, and reasoning. 3. Critical for interacting effectively with interfaces.",images/Q2_a/student_10.jpeg,"Index Number
a) cognitive ability is increase the human performance
using redesigned application.",0
Q2_a,student_11,"Context: Technology use can weaken cognitive abilities. Question: Explain the term ""cognitive ability""?","1. The mental capability to process information. 2. Includes memory, attention, perception, and reasoning. 3. Critical for interacting effectively with interfaces.",images/Q2_a/student_11.jpeg,"Q2/a/ cognitive ability is a person thinking, decision
making, storing information, accessing information in
brain.",10
Q2_a,student_12,"Context: Technology use can weaken cognitive abilities. Question: Explain the term ""cognitive ability""?","1. The mental capability to process information. 2. Includes memory, attention, perception, and reasoning. 3. Critical for interacting effectively with interfaces.",images/Q2_a/student_12.jpeg,"Q.2
a) cognitivie ability refers ways of ou improving
human skill instead of downgrading by
automated systems.",0
Q2_a,student_13,"Context: Technology use can weaken cognitive abilities. Question: Explain the term ""cognitive ability""?","1. The mental capability to process information. 2. Includes memory, attention, perception, and reasoning. 3. Critical for interacting effectively with interfaces.",images/Q2_a/student_13.jpeg,"(Q2) Cognitive ability is use do idendifying
(a) task performance by Problem Solving,
error handling, memory space in the
system",0
Q2_a,student_14,"Context: Technology use can weaken cognitive abilities. Question: Explain the term ""cognitive ability""?","1. The mental capability to process information. 2. Includes memory, attention, perception, and reasoning. 3. Critical for interacting effectively with interfaces.",images/Q2_a/student_14.jpeg,"(2) a) Human ability to recognize problems and problem
solving skills is the cognitive ability. Here we
can consider memorability of humans as well.",10
Q2_a,student_15,"Context: Technology use can weaken cognitive abilities. Question: Explain the term ""cognitive ability""?","1. The mental capability to process information. 2. Includes memory, attention, perception, and reasoning. 3. Critical for interacting effectively with interfaces.",images/Q2_a/student_15.jpeg,"② a) Cognitive ability is capacity of thumans to think and
get some task done by themselves. It can be
described as the thinking power and analysing
power of the human brain.",10
Q2_b,student_01,"Context: Technology use can weaken cognitive abilities. Question: Describe how you would redesign the below applications to increase human cognition, and what cognitive aspects can be improved? i. Calculator ii. Scheduling app iii. Spell-checker",1. Calculator: Show history tape to reduce working memory load. 2. Scheduling App: Use visual drag-and-drop to improve spatial reasoning. 3. Spell-checker: Provide context-aware suggestions to aid decision making. 4. General: Reduces cognitive load and improves attention.,images/Q2_b/student_01.jpeg,"b)
i) Calculator
-we can hide some button which not often
use.
- We can add basic functionality to main screch.

ii) Scheduling app / to-do list
-we can add highlight option to recently
doing to do tasks.
- Add option to reminder recently upcoming
tasks.

iii) Spell -checker in text processing applications.
- Add suggestion to next word when typing.
- Add higlite option to newly wrong for spelling
mistake.
- Auto formatting paragrph according to user
typing.",0
Q2_b,student_02,"Context: Technology use can weaken cognitive abilities. Question: Describe how you would redesign the below applications to increase human cognition, and what cognitive aspects can be improved? i. Calculator ii. Scheduling app iii. Spell-checker",1. Calculator: Show history tape to reduce working memory load. 2. Scheduling App: Use visual drag-and-drop to improve spatial reasoning. 3. Spell-checker: Provide context-aware suggestions to aid decision making. 4. General: Reduces cognitive load and improves attention.,images/Q2_b/student_02.jpeg,"(e) calculatör
(1) we have add the skip the result:
(2) we are use Simple UI.
(3) numhe size and funt size change.

Shedulling APP
(4) we add Reciall bin. (Recail bin)
(5) we are add bentidil Animation for
hudtun click and mument transac tion.
(6) thums up and, down, right, and left are
working.

Sepelling checker in tent processing
(7) wrung spelling display the red color.
(8) wrong spelling Click and change the
Correct word, spelling.",5
Q2_b,student_03,"Context: Technology use can weaken cognitive abilities. Question: Describe how you would redesign the below applications to increase human cognition, and what cognitive aspects can be improved? i. Calculator ii. Scheduling app iii. Spell-checker",1. Calculator: Show history tape to reduce working memory load. 2. Scheduling App: Use visual drag-and-drop to improve spatial reasoning. 3. Spell-checker: Provide context-aware suggestions to aid decision making. 4. General: Reduces cognitive load and improves attention.,images/Q2_b/student_03_p1.jpeg | images/Q2_b/student_03_p2.jpeg,"(i)
In calculator applications designs most of the
applications use the simple ui designs. some
calculator applications doesn't show the mathematical
formula when you used, so that we can show
all ma OF the mathematical operations and results
of the operations. in the ex display. some applicant's
results are very small and it hard to read
the value so we can use some big area
for show the results. Adding more and more features
for the calculator ui design we can increase
human cognition.
[[Diagram: Faint rectangular box containing text ""01 + 01""]]
[[Diagram: Faint rectangular box containing text ""00 + 00""]]
[[Diagram: Faint outlines of multiple small squares, possibly representing calculator buttons or display elements]]

(ii)
Most of the companies making thease day a using
sheduling appl / to-do list For their daily
activities. because of the corona pandemic
situations, some of the application show
the date and work separately so that
it is hard to read what is the task
is immediate and who is the developer or person
should do that task. so that we can build a
application for thedulling with date, task and
person with together it can easily understand
anyone.
(iii) spell-checker in text processing application
In current situations most of the people
using spell-checker app for correct the words. ex;
Students, tech writers, bloggers and etc. Grammarly
also a spell-checker application for text processing.
Some applications show the spelling mistakes word
but it does'nt give the correct word for the
mistake. so that we can build a app for when
cursor going to the mistake's word it popup the
correct word/s from the new pop-up screen and
click the suitable word for that paragraph or
for any text.",10
Q2_b,student_04,"Context: Technology use can weaken cognitive abilities. Question: Describe how you would redesign the below applications to increase human cognition, and what cognitive aspects can be improved? i. Calculator ii. Scheduling app iii. Spell-checker",1. Calculator: Show history tape to reduce working memory load. 2. Scheduling App: Use visual drag-and-drop to improve spatial reasoning. 3. Spell-checker: Provide context-aware suggestions to aid decision making. 4. General: Reduces cognitive load and improves attention.,images/Q2_b/student_04.jpeg,"b) i) Calculator
    • First user to Enter the input
      into the calculator.
    • Then It ask user to try the
      Answer by enter
    • Then Show the exact closest
      answer to the user.
ii) sheduling app/to -do list.
    • Ask the user to drag & dop
      the meeting and time.
    • Then app Confirm it.
    • Then user check it.
iii) Spell - checker in text processing
     application.
    • When user Enter the paragraph,
      APP shows the sentence which
      are incorrect with spelling.
    • user Then click it & choose
      the correct word.
    • Then spell checker will give
      the proper text.",30
Q2_b,student_05,"Context: Technology use can weaken cognitive abilities. Question: Describe how you would redesign the below applications to increase human cognition, and what cognitive aspects can be improved? i. Calculator ii. Scheduling app iii. Spell-checker",1. Calculator: Show history tape to reduce working memory load. 2. Scheduling App: Use visual drag-and-drop to improve spatial reasoning. 3. Spell-checker: Provide context-aware suggestions to aid decision making. 4. General: Reduces cognitive load and improves attention.,images/Q2_b/student_05_p1.jpeg | images/Q2_b/student_05_p2.jpeg,"b). Calculator
encourage the user to ""get more"" arithmatic calculation 'before
reveals the actual answer.
1) user tying on the queries.
2) instead of displaying 'immediate answer, too system ask the
User to estimate the answer while providing the option to ""skip""
3) system tell know Display the answer whether it is how close the estimate, and
displaying the correct answer.
10) Scheduling app /Todolist.
- user can recollecting the meeting or agenda Instead of
reminds them.
1) when the App is Opened, that asked to user to drag and
drag the important event to the correct time slot.
2) Correct schedule is shown, that confirming by the actual users.

11) spell-checker is text process application.
-> help user identify the mis
the
present the sintax error in text without showing too
Appropriate errors.
1) the system identify the miss pelt should be highlighted as whole.
2) the automated spell checker appear the appropriate word to
user can select.
3) one user select the option, then that should be correct the error
and display correct word.",30
Q2_b,student_06,"Context: Technology use can weaken cognitive abilities. Question: Describe how you would redesign the below applications to increase human cognition, and what cognitive aspects can be improved? i. Calculator ii. Scheduling app iii. Spell-checker",1. Calculator: Show history tape to reduce working memory load. 2. Scheduling App: Use visual drag-and-drop to improve spatial reasoning. 3. Spell-checker: Provide context-aware suggestions to aid decision making. 4. General: Reduces cognitive load and improves attention.,images/Q2_b/student_06_p1.jpeg | images/Q2_b/student_06_p2.jpeg,"(b) (i) calculator
(C)
without Showing answer immediately, we
can add ""guesstimate"" option with Skip
feature.

[[Diagram: Three-column table representing calculator interfaces.
Column 1:
- Header: 12 X 11 =
- Keypad:
  7 8 9 +
  4 5 6 X
  1 2 3 -
  0 =
Column 2:
- Header: Can you guess what the value is before?
- Display: 12 X 11 =
- Input field: Skip V 122
- Keypad:
  7 8 9 +
  4 5 6 X
  1 2 3 -
  0 =
Column 3:
- Header: close: The real value is
- Display: 12 X 11 =
- Result: 132
- Keypad:
  7 8 9 +
  4 5 6 X
  1 2 3 -
  0 =]]

(ii) Scheduling app / to-do list

when user open the app without showing
the actual schedule we can give a chance
the user to drag and drop events with
correct value. After user tries we can show
actual schedule.

[[Diagram: Two-column table representing schedule displays.
Column 1 (left):
- 10 am -> take call for mom
- 11 am -> take medicines
- 4 pm -> attend meeting
Column 2 (right):
- 10 am -> attend meeting
- 11 am -> take call to mom
- 4 pm -> take medicines]]
(ii) Spell-checker in text processing application
rather than highlighting word that has spell
mistake, underline whole sentence.
without giving correct word immeadraetely
, give a word selection to the user.
eg
[[Diagram: The first part shows a large rectangular box with the title ""This is my calculater"" above it. Inside this box are two wavy horizontal lines and two short straight horizontal lines. Below this, a second large rectangular box is drawn, also titled ""This is my calculater."". Inside this second box, on the right side, there is a smaller rectangular box with the label ""Calculator"" at the top. Below this ""Calculator"" label is a grid-like structure appearing as a table with three rows and three implied columns. The visible contents are: row 1 is empty; row 2 has a dash, a dash, and a small filled rectangle; row 3 has a dash, a dash, and an empty cell. An arrow points from the right side of the 'Calculator' grid outwards to the right. To the right of the arrow, the text ""select appropriate using this prompt"" is written.]]",30
Q2_b,student_07,"Context: Technology use can weaken cognitive abilities. Question: Describe how you would redesign the below applications to increase human cognition, and what cognitive aspects can be improved? i. Calculator ii. Scheduling app iii. Spell-checker",1. Calculator: Show history tape to reduce working memory load. 2. Scheduling App: Use visual drag-and-drop to improve spatial reasoning. 3. Spell-checker: Provide context-aware suggestions to aid decision making. 4. General: Reduces cognitive load and improves attention.,images/Q2_b/student_07_p1.jpeg | images/Q2_b/student_07_p2.jpeg,"b) i) calculator:
when redesign the calculator.
befor solve the problem from
calculator we can get suggestion
answer from the user after suggestion
from user. we can give right answer
from calculator to the user. this
can reduce cognitive ability.

ii) scheduling app / to-do list.
When redesign this. app we can.
sheduce other person our plan.
and. we can see it from the app
eassily but the re-design app.
have new functionality that is.
the user need drag and drop
fleshs to time slots we previously
sheduled. that cant check users memory
go this also reduce cognitive ability.
iii) Spell - Checker in text processing application.
when read this application suggest.
wrong word of text so that is when:
It re-designe when some word have.
error that text line show as error.
wrong from that users try to
read the text line and find the wrong
9 word also when wrong word.
sugetion we can put 3 sugetion
and user can select correct one.
this also can reduce ability of
cognitirely",35
